ID; Nazwa; Cena; Obrazy; Opis; Cechy; Aktywność; Ilość; W sprzedaży ;Kategoria
724;Buty Merrell Moab FST Polar Mid WP "Black";219.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MY57098_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MY57098_2D_0003.jpg;Buty Dziecięce;Rozmiary:  36  37  38 35, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
725;Buty Merrell ML-G MOAB POLAR Waterproof "Grey";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MC57100_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MC57100_2D_0003.jpg;Buty Dziecięce;Rozmiary:  29  30  31  32  33  34 28.5, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
726;Buty Nike Manoa (GS) "Haystack";319.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/AJ1280_700_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/AJ1280_700_2D_0003~1.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  4.5Y  40 37.5, Kolor: Żółty, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
727;Buty Merrell ML-B MOAB POLAR Waterproof "Black";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MC57098_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MC57098_2D_0003.jpg;Buty Dziecięce;Rozmiary:  29  30  31  32  33  34 28.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
728;Sandały Merrell ML-G Hydro H20 Hiker TURQ "Blue";139.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MC56509_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MC56509_2D_0003.jpg;Buty Dziecięce;Rozmiary:  34 33, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
729;Buty Nike Downshifter 7 (GS) "Midnight";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/869969_400_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/869969_400_2D_0003.jpg;Buty Dziecięce;Rozmiary:  39  40 38, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
730;Buty Reebok Royal EC Ride Flor "Black";139.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BD5521_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BD5521_2D_0003.jpg;Buty Dziecięce;Rozmiary:  39 38, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
731;Buty adidas Hyperhiker K "Blue";249.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S80826_2D_0001__2_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S80826_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 37 1/3, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
732;Buty adidas Hyperhiker K "Pink";249.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S80827_2D_0001__2_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S80827_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 37 1/3, Kolor: Różowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
733;Buty adidas CW Holtanna Snow CF I "Blue";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM7278_2D_0001__2_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM7278_2D_0003.jpg;Buty Dziecięce;Rozmiary:  23  24  25  26  27 22, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
734;Buty Nike Court Brought MID (GS) "Black";229.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/839977_004_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/839977_004_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  40 37.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
735;Buty Nike Court corough MID (GS) "Haystack";229.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/839977_700_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/839977_700_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  40 37.5, Kolor: Żółty, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
736;Buty The North Face Youth Shellista Extreme "Brown";299.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/NF0A2T5VNGW050_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/NF0A2T5VNGW050_2D_0003.jpg;Buty Dziecięce;Rozmiary:  36  37  38  39 35, Kolor: Brązowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
737;Buty The North Face Youth Shellista Extreme Zinc "Grey";299.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/NF0A2T5VLC050_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/NF0A2T5VLC050_2D_0003.jpg;Buty Dziecięce;Rozmiary:  36  37  38  39 35, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
738;Buty Puma Rebound Street v2 L Jr "Black";209.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36391301__1_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36391301__3_.jpg;Buty Dziecięce;Rozmiary:  37.5  38  38.5  39 37, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
739;Buty Nike Court Royale (GS) "Black";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/833535_001_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/833535_001_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38.5  39  40 38, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
740;Buty Reebok Club C "Black";179.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS6165_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS6165_2D_0003.jpg;Buty Dziecięce;Rozmiary:  35  36  36.5  37  38  38.5  39 34.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
741;Buty Reebok Snow Prime "Navy";179.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS7778_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS7778_2D_0003.jpg;Buty Dziecięce;Rozmiary:  29  30.5  31.5  32.5  34  35 27.5, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
742;Buty Reebok Snow Prime "Pink";179.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS7779_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS7779_2D_0003.jpg;Buty Dziecięce;Rozmiary:  29  30.5  31.5  32.5  34  35 27.5, Kolor: Różowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
743;Buty Reebok Royal Prime ALT "White";129.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS7915_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS7915_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary:  27.5  28  29  30  30.5  31  31.5  32  32.5  33  34 27, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
744;Buty Reebok Royal Classic Jogger 2RS "Grey";129.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8706_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8706_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary:  34.5  35  36  36.5  37  38  38.5  39 34, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
745;Buty Reebok Royal Prime "Black";99.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/V69991_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/V69991_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary:  35  36  36.5  37  38  38.5  39 34.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
746;Buty adidas Terrex AX2R K "Black";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BB1935_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BB1935_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38 2/3  39 1/3  40 38, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
747;Buty Reebok Royal Classic Jogger 2 2V "White";129.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8019_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8019_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary:  27.5  28  29  30  30.5  31  31.5  32  32.5  34 27, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
748;Buty Reebok Royal Prime ALT "Black";99.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/V69996_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/V69996_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary:  27.5  28  29  30  30.5  31  31.5  32  32.5  33  34 27, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
749;Buty Reebok Classic Leather SG Grade School "Collegiate Navy";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8949_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8949_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary: 35, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
750;Buty Reebok Classic Leather SG Grade School "Sandstone";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8952_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8952_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary: 35, Kolor: Beżowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
751;Buty Reebok Royal Classic Jogger 2RS "Black";129.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8708_FTW_photo_left_side_lateral_white.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BS8708_FTW_photo_side_lateral_white_kafel~1.jpg;Buty Dziecięce;Rozmiary:  34.5  35  36  36.5  37  38  38.5 34, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
752;Buty New Balance 420 "Navy";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/KL420VYY_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/KL420VYY_2D_0003.jpg;Buty Dziecięce;Rozmiary: 40, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
753;Buty adidas Terrex AX2R K "Blue Night F17";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S80869_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/S80869_2D_0003.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 37 1/3, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
754;Buty New Balance 420 "Burgundy";169.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/KL420DYY_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/KL420DYY_2D_0003.jpg;Buty Dziecięce;Rozmiary: 36, Kolor: Bordowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
755;Trampki Converse Chuck Taylor All Star Asphalt Boot Hi "Pale Putty";319.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658068C_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658068C_0013.jpg;Buty Damskie;Rozmiary:  35.5  36  37  37.5  38  38.5 35, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
756;Buty Mt Trek Classic Kids "Navy";119.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MTJK17501072SF_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MTJK17501072SF_2D_0003.jpg;Buty Dziecięce;Rozmiary:  29  30  31  32  33  34  35 28, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
757;Buty Mt Trek Classic Kids "Honey";119.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MTJK17501073SF_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/MTJK17501073SF_2D_0003.jpg;Buty Dziecięce;Rozmiary:  29  30  31  32  33  34  35 28, Kolor: Żółty, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
758;Buty Vans Maddie Hi Zip "Black";239.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/VA3IT3OSO_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/VA3IT3OSO_0013.jpg;Buty Dziecięce;Rozmiary:  37  38 36, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
759;Buty Puma ST Trainer Evo Jr "Pink";119.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36087308_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36087308_2D_0003.jpg;Buty Dziecięce;Rozmiary:  36  37  37.5  38  38.5  39 35.5, Kolor: Różowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
760;Buty Puma St Trainer Evo Jr "Black/Asphalt";119.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36087306_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/36087306_2D_0003.jpg;Buty Dziecięce;Rozmiary:  36  37  37.5  38  39 35.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
761;Buty Puma ST Runner Dotfetti Jr "Dazzling Blue";149.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/35982501_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/35982501_2D_0003.jpg;Buty Dziecięce;Rozmiary:  35  36  37  38  39 34, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
762;Buty Puma ST Runner Dotfetti V Kids "Dazzling Blue";119.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/35982601_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/35982601_2D_0003.jpg;Buty Dziecięce;Rozmiary:  25  26  27  28  29  30  31  32  33  34  35 22, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
763;Trampki Converse Chuck Taylor All Star Asphalt Boot HI "Cool Grey";319.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658070C_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658070C_0013.jpg;Buty Dziecięce;Rozmiary:  35.5  36  37  37.5  38  38.5 35, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
764;Trampki Converse Chuck Taylor All Star "Midnight Navy";289.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658072C_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658072C_0013.jpg;Buty Dziecięce;Rozmiary:  35.5  36  37  37.5  38  38.5 35, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
765;Trampki Converse Chuck Taylor All Star HI "Pure Platinum";249.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658175C_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658175C_0013.jpg;Buty Dziecięce;Rozmiary:  35.5  36  37  37.5  38  38.5 35, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
766;Trapmki Converse Chuck Taylor All Star Boot PC HI "Thunder";289.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658071C_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/658071C_0013.jpg;Buty Dziecięce;Rozmiary:  36  37  37.5  38  38.5 35, Kolor: Szary, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
767;Buty adidas Campus J "Pink";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9577_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9577_0013.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3 36 2/3, Kolor: Różowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
768;Buty adidas Haven J "Core Black";237.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM8023_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CM8023_0013.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3  39 1/3  40 36 2/3, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
769;Buty Lacoste Straightset BL 1 SPJ "Black";299.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/732SPJ0103024_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/732SPJ0103024_0013.jpg;Buty Dziecięce;Rozmiary:  37  38  39 36, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
770;Buty Lacoste Carnaby EVO 317 6 SPJ LT "Beige";279.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/734SPJ000615J_0001__1_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/734SPJ000615J_0001__6_.jpg;Buty Dziecięce;Rozmiary:  37  38  39 36, Kolor: Beżowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
771;Buty Lacoste Carnaby Evo 317 6 SPJ LT "Silver";279.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/734SPJ0006334_0001__1_~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/734SPJ0006334_0001__6_.jpg;Buty Dziecięce;Rozmiary:  37  38  39 36, Kolor: Srebrny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
772;Buty adidas AltaSport K "Navy";110.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY2662_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY2662_2D_0003.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3  39 1/3  40 36 2/3, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
773;Buty Nike Roshe One (GS) "Midnight Navy";237.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/599728_423_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/599728_423_0013.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  40 37.5, Kolor: Granatowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
774;Buty adidas X_PLR J "Core Black";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9879_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9879_0013.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3  39 1/3  40 36 2/3, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
775;Buty Onitsuka Earlen GS "Black/Silver";139.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/C3C4Y9093_2D_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/C3C4Y9093_2D_0003.jpg;Buty Dziecięce;Rozmiary:  36  37  37.5  38  39  39.5 35.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
776;Buty Nike Stefan Janoski (GS) "Beige";212.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/525104_300_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/525104_300_0013.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  40 37.5, Kolor: Beżowy, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
777;Buty Nike Roshe One (GS) "Black";237.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/599728_031_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/599728_031_0013.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  40 37.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
778;Buty Nike Roshe One (GS) "White";237.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/599729_102_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/599729_102_0013.jpg;Buty Dziecięce;Rozmiary:  38  38.5 37.5, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
779;'Buty Nike Air Max ''95 (GS) "Black"';379.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/307565_055_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/307565_055_0013.jpg;Buty Dziecięce;Rozmiary: 37.5, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
780;Buty adidas ZX FLUX J "Core Black";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9829_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/BY9829_0013.jpg;Buty Dziecięce;Rozmiary:  37 1/3  38  38 2/3  39 1/3  40 36 2/3, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
781;Buty adidas Stan Smith J "Ftwr White";199.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CP9810_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/CP9810_0013.jpg;Buty Dziecięce;Rozmiary:  38  38 2/3 36 2/3, Kolor: Biały, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
782;Buty Nike Stefan Janoski (GS) "Star Blue";212.49;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/525104_405_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/525104_405_0013.jpg;Buty Dziecięce;Rozmiary:  38  38.5  39  40 37.5, Kolor: Niebieski, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
783;Buty Nike Air Max 90 SE LTR (GS) "Black";379.99;https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/859560_002_0001~1.jpg,https://img.citysport.com.pl/product_img_thumbs_position/cbx350x525/859560_002_0013.jpg;Buty Dziecięce;Rozmiary: 38, Kolor: Czarny, Sezon: Jesień/Zima;1;200;1;Buty dziecięce
